NodeID,ConnectedNodeID,Distance,Coordinates,Intersection_Name
0,1,687,"(1344688.4998509735, 402123.75013773143)","['ELSINBURG WAY', 'KNOX AVE']"
0,929,310,"(1344688.4998509735, 402123.75013773143)","['ELSINBURG WAY', 'KNOX AVE']"
0,935,133,"(1344688.4998509735, 402123.75013773143)","['ELSINBURG WAY', 'KNOX AVE']"
0,1039,135,"(1344688.4998509735, 402123.75013773143)","['ELSINBURG WAY', 'KNOX AVE']"
1,0,687,"(1344001.2499131411, 402116.7501517236)","['ELSINBURG WAY', 'GRIMES AVE']"
1,730,133,"(1344001.2499131411, 402116.7501517236)","['ELSINBURG WAY', 'GRIMES AVE']"
1,732,571,"(1344001.2499131411, 402116.7501517236)","['ELSINBURG WAY', 'GRIMES AVE']"
1,930,136,"(1344001.2499131411, 402116.7501517236)","['ELSINBURG WAY', 'GRIMES AVE']"
2,3,176,"(1340073.9998936355, 402502.50003638864)","['TAFT AVE', 'BORDER']"
2,4,77,"(1340073.9998936355, 402502.50003638864)","['TAFT AVE', 'BORDER']"
3,2,176,"(1340084.2498731315, 402327.0000593066)","['TAFT AVE', 'BORDER']"
3,1037,186,"(1340084.2498731315, 402327.0000593066)","['TAFT AVE', 'BORDER']"
4,2,77,"(1340049.4999426305, 402576.4998883903)","['TAFT AVE', 'BORDER']"
4,79,155,"(1340049.4999426305, 402576.4998883903)","['TAFT AVE', 'BORDER']"
5,6,126,"(1345282.4999753088, 403482.00037397444)","['FREELAND ST', 'BORDER']"
5,36,197,"(1345282.4999753088, 403482.00037397444)","['FREELAND ST', 'BORDER']"
6,5,126,"(1345409.0000503808, 403483.2500433922)","['FREELAND ST', 'E AMANDA AVE']"
6,767,103,"(1345409.0000503808, 403483.2500433922)","['FREELAND ST', 'E AMANDA AVE']"
6,794,156,"(1345409.0000503808, 403483.2500433922)","['FREELAND ST', 'E AMANDA AVE']"
7,589,151,"(1345568.750058964, 405548.74984939396)","['FRITZ ST', 'BORDER']"
7,1396,669,"(1345568.750058964, 405548.74984939396)","['FRITZ ST', 'BORDER']"
8,9,751,"(1341436.2501218915, 406141.749975726)","['KAMBACH ST', 'HABERMAN AVE']"
8,168,256,"(1341436.2501218915, 406141.749975726)","['KAMBACH ST', 'HABERMAN AVE']"
8,381,247,"(1341436.2501218915, 406141.749975726)","['KAMBACH ST', 'HABERMAN AVE']"
9,8,751,"(1342186.4999337196, 406099.7503878027)","['KAMBACH ST', 'JUDICIAL ST']"
9,167,204,"(1342186.4999337196, 406099.7503878027)","['KAMBACH ST', 'JUDICIAL ST']"
9,383,251,"(1342186.4999337196, 406099.7503878027)","['KAMBACH ST', 'JUDICIAL ST']"
9,810,530,"(1342186.4999337196, 406099.7503878027)","['KAMBACH ST', 'JUDICIAL ST']"
10,565,152,"(1350393.4999238849, 401949.500158146)","['GOLDBACH ST', 'JONQUIL WAY']"
10,1397,279,"(1350393.4999238849, 401949.500158146)","['GOLDBACH ST', 'JONQUIL WAY']"
11,565,275,"(1350198.9999848008, 401701.25032655895)","['WIESE ST', 'FLACK ST']"
11,888,152,"(1350198.9999848008, 401701.25032655895)","['WIESE ST', 'FLACK ST']"
11,1397,152,"(1350198.9999848008, 401701.25032655895)","['WIESE ST', 'FLACK ST']"
11,1398,401,"(1350198.9999848008, 401701.25032655895)","['WIESE ST', 'FLACK ST']"
12,13,380,"(1341589.0001444668, 406381.7504799813)","['BAILEY AVE', 'ALINE ST']"
12,234,143,"(1341589.0001444668, 406381.7504799813)","['BAILEY AVE', 'ALINE ST']"
12,381,140,"(1341589.0001444668, 406381.7504799813)","['BAILEY AVE', 'ALINE ST']"
13,12,380,"(1341969.500039637, 406362.74986180663)","['BAILEY AVE', 'ETTA ST']"
13,105,140,"(1341969.500039637, 406362.74986180663)","['BAILEY AVE', 'ETTA ST']"
13,383,206,"(1341969.500039637, 406362.74986180663)","['BAILEY AVE', 'ETTA ST']"
14,15,112,"(1339054.7499636412, 403785.75009456277)","['PFEIL ST', 'BORDER']"
14,69,116,"(1339054.7499636412, 403785.75009456277)","['PFEIL ST', 'BORDER']"
15,14,112,"(1338955.5001621395, 403839.74998655915)","['PFEIL ST', 'BOGGS AVE']"
15,743,74,"(1338955.5001621395, 403839.74998655915)","['PFEIL ST', 'BOGGS AVE']"
15,909,76,"(1338955.5001621395, 403839.74998655915)","['PFEIL ST', 'BOGGS AVE']"
16,17,184,"(1339416.647861883, 407251.96691539884)","['NATCHEZ ST', 'BORDER']"
16,464,174,"(1339416.647861883, 407251.96691539884)","['NATCHEZ ST', 'BORDER']"
17,16,184,"(1339236.2499287277, 407213.0004578978)","['NATCHEZ ST', 'HALPIN ST']"
17,376,123,"(1339236.2499287277, 407213.0004578978)","['NATCHEZ ST', 'HALPIN ST']"
17,504,1080,"(1339236.2499287277, 407213.0004578978)","['NATCHEZ ST', 'HALPIN ST']"
17,1098,117,"(1339236.2499287277, 407213.0004578978)","['NATCHEZ ST', 'HALPIN ST']"
18,19,272,"(1342550.2498623878, 403498.25001339614)","['BERND WAY', 'FREELAND ST']"
18,70,162,"(1342550.2498623878, 403498.25001339614)","['BERND WAY', 'FREELAND ST']"
18,492,132,"(1342550.2498623878, 403498.25001339614)","['BERND WAY', 'FREELAND ST']"
18,649,163,"(1342550.2498623878, 403498.25001339614)","['BERND WAY', 'FREELAND ST']"
19,18,272,"(1342549.4998638928, 403225.7499022335)","['BERND WAY', 'CEDARHURST ST']"
19,71,162,"(1342549.4998638928, 403225.7499022335)","['BERND WAY', 'CEDARHURST ST']"
19,333,133,"(1342549.4998638928, 403225.7499022335)","['BERND WAY', 'CEDARHURST ST']"
19,1002,164,"(1342549.4998638928, 403225.7499022335)","['BERND WAY', 'CEDARHURST ST']"
20,21,393,"(1347495.0001434684, 404842.49994955957)","['BALDAUF ST', 'YARD WAY']"
20,232,244,"(1347495.0001434684, 404842.49994955957)","['BALDAUF ST', 'YARD WAY']"
20,233,115,"(1347495.0001434684, 404842.49994955957)","['BALDAUF ST', 'YARD WAY']"
20,748,120,"(1347495.0001434684, 404842.49994955957)","['BALDAUF ST', 'YARD WAY']"
21,20,393,"(1347872.0000456423, 404733.2501680553)","['BALDAUF ST', 'OPORTO ST']"
21,747,128,"(1347872.0000456423, 404733.2501680553)","['BALDAUF ST', 'OPORTO ST']"
21,1384,211,"(1347872.0000456423, 404733.2501680553)","['BALDAUF ST', 'OPORTO ST']"
22,23,386,"(1347589.499954477, 405083.25045230985)","['MAGDALENE ST', 'YARD WAY']"
22,186,378,"(1347589.499954477, 405083.25045230985)","['MAGDALENE ST', 'YARD WAY']"
22,187,117,"(1347589.499954477, 405083.25045230985)","['MAGDALENE ST', 'YARD WAY']"
22,233,142,"(1347589.499954477, 405083.25045230985)","['MAGDALENE ST', 'YARD WAY']"
23,22,386,"(1347959.9998696446, 404972.7503452301)","['MAGDALENE ST', 'OPORTO ST']"
23,188,105,"(1347959.9998696446, 404972.7503452301)","['MAGDALENE ST', 'OPORTO ST']"
23,1399,42,"(1347959.9998696446, 404972.7503452301)","['MAGDALENE ST', 'OPORTO ST']"
24,25,258,"(1349156.2501018047, 404842.9999485612)","['MISSION ST', 'BORDER']"
24,90,408,"(1349156.2501018047, 404842.9999485612)","['MISSION ST', 'BORDER']"
25,24,258,"(1349413.9999143928, 404818.75032514334)","['MISSION ST', 'STERLING ST']"
25,384,345,"(1349413.9999143928, 404818.75032514334)","['MISSION ST', 'STERLING ST']"
25,484,173,"(1349413.9999143928, 404818.75032514334)","['MISSION ST', 'STERLING ST']"
25,603,185,"(1349413.9999143928, 404818.75032514334)","['MISSION ST', 'STERLING ST']"
26,27,162,"(1345721.2500820607, 402976.7500721365)","['ARLINGTON AVE', 'MIDDLE ST']"
26,1006,527,"(1345721.2500820607, 402976.7500721365)","['ARLINGTON AVE', 'MIDDLE ST']"
26,1012,151,"(1345721.2500820607, 402976.7500721365)","['ARLINGTON AVE', 'MIDDLE ST']"
27,26,162,"(1345852.9210785478, 402880.83425347507)","['ARLINGTON AVE', 'BROWNSVILLE RD', 'S 18TH ST']"
27,995,171,"(1345852.9210785478, 402880.83425347507)","['ARLINGTON AVE', 'BROWNSVILLE RD', 'S 18TH ST']"
27,1005,482,"(1345852.9210785478, 402880.83425347507)","['ARLINGTON AVE', 'BROWNSVILLE RD', 'S 18TH ST']"
27,1370,105,"(1345852.9210785478, 402880.83425347507)","['ARLINGTON AVE', 'BROWNSVILLE RD', 'S 18TH ST']"
28,29,957,"(1347016.9338423908, 402864.54950913787)","['ARLINGTON AVE', 'BORDER']"
28,874,113,"(1347016.9338423908, 402864.54950913787)","['ARLINGTON AVE', 'BORDER']"
29,28,957,"(1347967.9998536408, 402945.750462234)","['ARLINGTON AVE', 'SAINT PATRICK ST']"
29,86,1290,"(1347967.9998536408, 402945.750462234)","['ARLINGTON AVE', 'SAINT PATRICK ST']"
29,231,46,"(1347967.9998536408, 402945.750462234)","['ARLINGTON AVE', 'SAINT PATRICK ST']"
30,31,1580,"(1346422.4999918938, 400538.25035597384)","['WALTER AVE', 'ANTHONY ST']"
30,1166,183,"(1346422.4999918938, 400538.25035597384)","['WALTER AVE', 'ANTHONY ST']"
30,1168,119,"(1346422.4999918938, 400538.25035597384)","['WALTER AVE', 'ANTHONY ST']"
30,1187,263,"(1346422.4999918938, 400538.25035597384)","['WALTER AVE', 'ANTHONY ST']"
31,30,1580,"(1347239.7499978095, 399304.25019930303)","['WALTER AVE', 'WAGNER ST']"
31,1400,999,"(1347239.7499978095, 399304.25019930303)","['WALTER AVE', 'WAGNER ST']"
32,33,378,"(1342190.9999247193, 401759.9998809695)","['ALTHEA ST', 'ASHDALE ST']"
32,65,89,"(1342190.9999247193, 401759.9998809695)","['ALTHEA ST', 'ASHDALE ST']"
32,1057,287,"(1342190.9999247193, 401759.9998809695)","['ALTHEA ST', 'ASHDALE ST']"
33,32,378,"(1342569.0116358846, 401760.65375106037)","['ALTHEA ST', 'BERND ST']"
33,1401,126,"(1342569.0116358846, 401760.65375106037)","['ALTHEA ST', 'BERND ST']"
34,35,162,"(1341234.0546601415, 399962.53989322484)","['ROSETON AVE', 'BON AIR AVE']"
34,1184,153,"(1341234.0546601415, 399962.53989322484)","['ROSETON AVE', 'BON AIR AVE']"
35,34,162,"(1341395.9998743087, 399958.749874562)","['ROSETON AVE', 'BORDER']"
35,1305,144,"(1341395.9998743087, 399958.749874562)","['ROSETON AVE', 'BORDER']"
36,5,197,"(1345085.2500417233, 403483.2500433922)","['FREELAND ST', 'ARLINGTON AVE']"
36,289,212,"(1345085.2500417233, 403483.2500433922)","['FREELAND ST', 'ARLINGTON AVE']"
36,793,217,"(1345085.2500417233, 403483.2500433922)","['FREELAND ST', 'ARLINGTON AVE']"
36,829,410,"(1345085.2500417233, 403483.2500433922)","['FREELAND ST', 'ARLINGTON AVE']"
37,38,372,"(1348623.499854967, 399557.0003499836)","['CRESSWELL ST', 'BORDER']"
37,1061,413,"(1348623.499854967, 399557.0003499836)","['CRESSWELL ST', 'BORDER']"
38,37,372,"(1348970.2501457185, 399456.75022239983)","['CRESSWELL ST', 'BORDER']"
38,863,398,"(1348970.2501457185, 399456.75022239983)","['CRESSWELL ST', 'BORDER']"
39,40,542,"(1348825.250107631, 400517.00039847195)","['FISHER ST', 'ENGSTLER ST']"
39,1119,468,"(1348825.250107631, 400517.00039847195)","['FISHER ST', 'ENGSTLER ST']"
39,1302,151,"(1348825.250107631, 400517.00039847195)","['FISHER ST', 'ENGSTLER ST']"
40,39,542,"(1349342.0000583827, 400353.25006981194)","['FISHER ST', 'KOHNE ST']"
40,1147,454,"(1349342.0000583827, 400353.25006981194)","['FISHER ST', 'KOHNE ST']"
40,1402,1737,"(1349342.0000583827, 400353.25006981194)","['FISHER ST', 'KOHNE ST']"
41,42,1070,"(1343999.9999156445, 406606.000359565)","['P J MCARDLE RDWY', 'WINDOM ST']"
41,172,1518,"(1343999.9999156445, 406606.000359565)","['P J MCARDLE RDWY', 'WINDOM ST']"
41,277,134,"(1343999.9999156445, 406606.000359565)","['P J MCARDLE RDWY', 'WINDOM ST']"
42,41,1070,"(1345020.7498426437, 406388.00013940036)","['P J MCARDLE RDWY', 'S 9TH ST']"
42,217,135,"(1345020.7498426437, 406388.00013940036)","['P J MCARDLE RDWY', 'S 9TH ST']"
42,545,345,"(1345020.7498426437, 406388.00013940036)","['P J MCARDLE RDWY', 'S 9TH ST']"
43,44,574,"(1343991.74993214, 403058.9999076426)","['ORCHARD PL', 'GRIMES AVE']"
43,87,130,"(1343991.74993214, 403058.9999076426)","['ORCHARD PL', 'GRIMES AVE']"
43,852,137,"(1343991.74993214, 403058.9999076426)","['ORCHARD PL', 'GRIMES AVE']"
43,1010,686,"(1343991.74993214, 403058.9999076426)","['ORCHARD PL', 'GRIMES AVE']"
44,43,574,"(1343417.750095889, 403054.9999156445)","['ORCHARD PL', 'GEORGIA AVE']"
44,58,131,"(1343417.750095889, 403054.9999156445)","['ORCHARD PL', 'GEORGIA AVE']"
44,88,135,"(1343417.750095889, 403054.9999156445)","['ORCHARD PL', 'GEORGIA AVE']"
44,751,138,"(1343417.750095889, 403054.9999156445)","['ORCHARD PL', 'GEORGIA AVE']"
45,46,943,"(1338455.249850303, 404828.7499770671)","['LENA WAY', 'SIMMS ST', 'PENELOPE ST']"
45,632,239,"(1338455.249850303, 404828.7499770671)","['LENA WAY', 'SIMMS ST', 'PENELOPE ST']"
45,703,141,"(1338455.249850303, 404828.7499770671)","['LENA WAY', 'SIMMS ST', 'PENELOPE ST']"
45,1403,539,"(1338455.249850303, 404828.7499770671)","['LENA WAY', 'SIMMS ST', 'PENELOPE ST']"
46,45,943,"(1338287.749857217, 403909.0001761466)","['LENA WAY', 'SOFFEL ST']"
46,675,146,"(1338287.749857217, 403909.0001761466)","['LENA WAY', 'SOFFEL ST']"
46,1073,289,"(1338287.749857217, 403909.0001761466)","['LENA WAY', 'SOFFEL ST']"
47,48,391,"(1349585.4998994768, 405699.49987597764)","['MARY ST', 'S 23RD ST']"
47,261,445,"(1349585.4998994768, 405699.49987597764)","['MARY ST', 'S 23RD ST']"
47,272,162,"(1349585.4998994768, 405699.49987597764)","['MARY ST', 'S 23RD ST']"
47,273,320,"(1349585.4998994768, 405699.49987597764)","['MARY ST', 'S 23RD ST']"
48,47,391,"(1349975.2501042187, 405663.7499474734)","['MARY ST', 'S 24TH ST']"
48,116,160,"(1349975.2501042187, 405663.7499474734)","['MARY ST', 'S 24TH ST']"
48,274,338,"(1349975.2501042187, 405663.7499474734)","['MARY ST', 'S 24TH ST']"
48,1404,259,"(1349975.2501042187, 405663.7499474734)","['MARY ST', 'S 24TH ST']"
49,50,500,"(1340893.7498945594, 407053.2504493147)","['E SYCAMORE ST', 'LAVA ST']"
49,330,1008,"(1340893.7498945594, 407053.2504493147)","['E SYCAMORE ST', 'LAVA ST']"
49,546,319,"(1340893.7498945594, 407053.2504493147)","['E SYCAMORE ST', 'LAVA ST']"
50,49,500,"(1340704.1446307153, 407445.99802339077)","['E SYCAMORE ST', 'BORDER']"
50,1391,43,"(1340704.1446307153, 407445.99802339077)","['E SYCAMORE ST', 'BORDER']"
51,52,268,"(1350062.2499302179, 402763.24984297156)","['ARLINGTON AVE', 'CLOVER ST']"
51,230,163,"(1350062.2499302179, 402763.24984297156)","['ARLINGTON AVE', 'CLOVER ST']"
51,912,443,"(1350062.2499302179, 402763.24984297156)","['ARLINGTON AVE', 'CLOVER ST']"
51,984,299,"(1350062.2499302179, 402763.24984297156)","['ARLINGTON AVE', 'CLOVER ST']"
52,51,268,"(1350329.0000528842, 402768.00048963726)","['ARLINGTON AVE', 'FITLER ST']"
52,1031,364,"(1350329.0000528842, 402768.00048963726)","['ARLINGTON AVE', 'FITLER ST']"
52,1405,126,"(1350329.0000528842, 402768.00048963726)","['ARLINGTON AVE', 'FITLER ST']"
53,926,162,"(1349255.7499027997, 402131.0001232326)","['HART WAY', 'JONQUIL WAY']"
53,1041,196,"(1349255.7499027997, 402131.0001232326)","['HART WAY', 'JONQUIL WAY']"
53,1406,620,"(1349255.7499027997, 402131.0001232326)","['HART WAY', 'JONQUIL WAY']"
54,55,435,"(1338368.0000248104, 405926.00007914007)","['DILWORTH ST', 'HIEF ST']"
54,560,539,"(1338368.0000248104, 405926.00007914007)","['DILWORTH ST', 'HIEF ST']"
54,808,140,"(1338368.0000248104, 405926.00007914007)","['DILWORTH ST', 'HIEF ST']"
55,54,435,"(1337933.49990955, 405952.7500256449)","['DILWORTH ST', 'ENNIS ST']"
55,560,128,"(1337933.49990955, 405952.7500256449)","['DILWORTH ST', 'ENNIS ST']"
55,721,63,"(1337933.49990955, 405952.7500256449)","['DILWORTH ST', 'ENNIS ST']"
56,57,352,"(1348052.5000127256, 403089.25017522275)","['ESOP WAY', 'JULIA ST']"
56,231,155,"(1348052.5000127256, 403089.25017522275)","['ESOP WAY', 'JULIA ST']"
57,56,352,"(1348399.2499753833, 403028.7502962202)","['ESOP WAY', 'MARENGO ST']"
57,66,424,"(1348399.2499753833, 403028.7502962202)","['ESOP WAY', 'MARENGO ST']"
57,237,147,"(1348399.2499753833, 403028.7502962202)","['ESOP WAY', 'MARENGO ST']"
58,44,131,"(1343286.7500298023, 403054.74991613626)","['ORCHARD PL', 'VIREO WAY']"
58,59,439,"(1343286.7500298023, 403054.74991613626)","['ORCHARD PL', 'VIREO WAY']"
58,487,138,"(1343286.7500298023, 403054.74991613626)","['ORCHARD PL', 'VIREO WAY']"
59,58,439,"(1342847.2499245554, 403050.4999246448)","['ORCHARD PL', 'BELTZHOOVER AVE']"
59,486,135,"(1342847.2499245554, 403050.4999246448)","['ORCHARD PL', 'BELTZHOOVER AVE']"
59,831,138,"(1342847.2499245554, 403050.4999246448)","['ORCHARD PL', 'BELTZHOOVER AVE']"
60,61,302,"(1347518.5000964701, 399925.99994006753)","['BEDE WAY', 'CAUS WAY']"
60,1306,172,"(1347518.5000964701, 399925.99994006753)","['BEDE WAY', 'CAUS WAY']"
60,1332,187,"(1347518.5000964701, 399925.99994006753)","['BEDE WAY', 'CAUS WAY']"
61,60,302,"(1347470.2498648912, 399626.9998818934)","['BEDE WAY', 'BORDER']"
61,1407,147,"(1347470.2498648912, 399626.9998818934)","['BEDE WAY', 'BORDER']"
62,63,687,"(1344684.4998589754, 402529.000311479)","['CHARLES ST', 'KNOX AVE']"
62,288,137,"(1344684.4998589754, 402529.000311479)","['CHARLES ST', 'KNOX AVE']"
62,761,306,"(1344684.4998589754, 402529.000311479)","['CHARLES ST', 'KNOX AVE']"
62,917,137,"(1344684.4998589754, 402529.000311479)","['CHARLES ST', 'KNOX AVE']"
63,62,687,"(1343997.249921143, 402522.00032547116)","['CHARLES ST', 'GRIMES AVE']"
63,287,136,"(1343997.249921143, 402522.00032547116)","['CHARLES ST', 'GRIMES AVE']"
63,737,135,"(1343997.249921143, 402522.00032547116)","['CHARLES ST', 'GRIMES AVE']"
63,991,571,"(1343997.249921143, 402522.00032547116)","['CHARLES ST', 'GRIMES AVE']"
64,65,449,"(1342108.9895900488, 402207.73717448115)","['ARCADIA WAY', 'ZELDA WAY']"
64,925,112,"(1342108.9895900488, 402207.73717448115)","['ARCADIA WAY', 'ZELDA WAY']"
64,1056,143,"(1342108.9895900488, 402207.73717448115)","['ARCADIA WAY', 'ZELDA WAY']"
65,32,89,"(1342102.0001027137, 401758.7502115667)","['ARCADIA WAY', 'ALTHEA ST']"
65,64,449,"(1342102.0001027137, 401758.7502115667)","['ARCADIA WAY', 'ALTHEA ST']"
65,1044,135,"(1342102.0001027137, 401758.7502115667)","['ARCADIA WAY', 'ALTHEA ST']"
65,1049,125,"(1342102.0001027137, 401758.7502115667)","['ARCADIA WAY', 'ALTHEA ST']"
66,57,424,"(1348818.7501206398, 402962.50010064244)","['ESOP WAY', 'FERNLEAF ST']"
66,902,145,"(1348818.7501206398, 402962.50010064244)","['ESOP WAY', 'FERNLEAF ST']"
66,996,147,"(1348818.7501206398, 402962.50010064244)","['ESOP WAY', 'FERNLEAF ST']"
67,68,176,"(1344200.7498422265, 404264.7501208037)","['ALLEY', 'MANTON WAY']"
67,285,207,"(1344200.7498422265, 404264.7501208037)","['ALLEY', 'MANTON WAY']"
67,698,108,"(1344200.7498422265, 404264.7501208037)","['ALLEY', 'MANTON WAY']"
68,67,176,"(1344201.4998407215, 404088.2504738122)","['ALLEY', 'INDUSTRY ST']"
68,286,212,"(1344201.4998407215, 404088.2504738122)","['ALLEY', 'INDUSTRY ST']"
68,752,203,"(1344201.4998407215, 404088.2504738122)","['ALLEY', 'INDUSTRY ST']"
69,14,116,"(1339157.5000862181, 403730.75020456314)","['PFEIL ST', 'CURTIS ST']"
69,689,915,"(1339157.5000862181, 403730.75020456314)","['PFEIL ST', 'CURTIS ST']"
70,18,162,"(1342712.2498664707, 403498.25001339614)","['FREELAND ST', 'ARDALE WAY']"
70,71,274,"(1342712.2498664707, 403498.25001339614)","['FREELAND ST', 'ARDALE WAY']"
70,650,161,"(1342712.2498664707, 403498.25001339614)","['FREELAND ST', 'ARDALE WAY']"
70,652,132,"(1342712.2498664707, 403498.25001339614)","['FREELAND ST', 'ARDALE WAY']"
71,19,162,"(1342712.2498664707, 403224.2502333075)","['CEDARHURST ST', 'ARDALE WAY']"
71,70,274,"(1342712.2498664707, 403224.2502333075)","['CEDARHURST ST', 'ARDALE WAY']"
71,639,133,"(1342712.2498664707, 403224.2502333075)","['CEDARHURST ST', 'ARDALE WAY']"
71,978,164,"(1342712.2498664707, 403224.2502333075)","['CEDARHURST ST', 'ARDALE WAY']"
72,73,602,"(1341198.499941215, 405285.0000488162)","['ARMOUR WAY', 'EUREKA ST']"
72,74,123,"(1341198.499941215, 405285.0000488162)","['ARMOUR WAY', 'EUREKA ST']"
72,101,134,"(1341198.499941215, 405285.0000488162)","['ARMOUR WAY', 'EUREKA ST']"
73,72,602,"(1341203.9999302179, 404682.7499409765)","['ARMOUR WAY', 'SECANE AVE']"
73,102,131,"(1341203.9999302179, 404682.7499409765)","['ARMOUR WAY', 'SECANE AVE']"
73,1408,158,"(1341203.9999302179, 404682.7499409765)","['ARMOUR WAY', 'SECANE AVE']"
74,72,123,"(1341322.000022307, 405290.0003668964)","['EUREKA ST', 'LACLEDE ST']"
74,75,410,"(1341322.000022307, 405290.0003668964)","['EUREKA ST', 'LACLEDE ST']"
74,265,484,"(1341322.000022307, 405290.0003668964)","['EUREKA ST', 'LACLEDE ST']"
75,74,410,"(1341351.9999623, 404880.25020214915)","['LACLEDE ST', 'SECANE AVENUE EXT']"
75,275,60,"(1341351.9999623, 404880.25020214915)","['LACLEDE ST', 'SECANE AVENUE EXT']"
75,1408,197,"(1341351.9999623, 404880.25020214915)","['LACLEDE ST', 'SECANE AVENUE EXT']"
76,77,593,"(1339878.4999565482, 403009.7500061393)","['LAFFERTY AVE', 'TAFT AVE']"
76,78,157,"(1339878.4999565482, 403009.7500061393)","['LAFFERTY AVE', 'TAFT AVE']"
76,135,155,"(1339878.4999565482, 403009.7500061393)","['LAFFERTY AVE', 'TAFT AVE']"
76,181,156,"(1339878.4999565482, 403009.7500061393)","['LAFFERTY AVE', 'TAFT AVE']"
77,76,593,"(1340434.250157386, 403218.4999167323)","['LAFFERTY AVE', 'MONTOOTH ST']"
77,180,118,"(1340434.250157386, 403218.4999167323)","['LAFFERTY AVE', 'MONTOOTH ST']"
77,276,175,"(1340434.250157386, 403218.4999167323)","['LAFFERTY AVE', 'MONTOOTH ST']"
77,714,48,"(1340434.250157386, 403218.4999167323)","['LAFFERTY AVE', 'MONTOOTH ST']"
78,76,157,"(1339936.4998405576, 402863.4999705553)","['TAFT AVE', 'OAKFIELD WAY']"
78,79,153,"(1339936.4998405576, 402863.4999705553)","['TAFT AVE', 'OAKFIELD WAY']"
78,276,533,"(1339936.4998405576, 402863.4999705553)","['TAFT AVE', 'OAKFIELD WAY']"
79,4,155,"(1339992.5000566393, 402721.0002555549)","['TAFT AVE', 'SYLVANIA AVE']"
79,78,153,"(1339992.5000566393, 402721.0002555549)","['TAFT AVE', 'SYLVANIA AVE']"
79,98,155,"(1339992.5000566393, 402721.0002555549)","['TAFT AVE', 'SYLVANIA AVE']"
79,182,478,"(1339992.5000566393, 402721.0002555549)","['TAFT AVE', 'SYLVANIA AVE']"
80,81,663,"(1344595.750036478, 406226.2501348108)","['WINDOM ST', 'LAUER WAY']"
80,83,112,"(1344595.750036478, 406226.2501348108)","['WINDOM ST', 'LAUER WAY']"
80,277,595,"(1344595.750036478, 406226.2501348108)","['WINDOM ST', 'LAUER WAY']"
81,80,663,"(1345211.500117302, 405978.50030222535)","['WINDOM ST', 'FRITZ ST', 'GERMAN SQ']"
81,1257,67,"(1345211.500117302, 405978.50030222535)","['WINDOM ST', 'FRITZ ST', 'GERMAN SQ']"
81,1409,155,"(1345211.500117302, 405978.50030222535)","['WINDOM ST', 'FRITZ ST', 'GERMAN SQ']"
82,83,529,"(1344088.0000677258, 406129.7499997318)","['NEWTON ST', 'ARLINGTON AVE']"
82,113,432,"(1344088.0000677258, 406129.7499997318)","['NEWTON ST', 'ARLINGTON AVE']"
82,694,1257,"(1344088.0000677258, 406129.7499997318)","['NEWTON ST', 'ARLINGTON AVE']"
83,80,112,"(1344549.2501294762, 406124.0000112206)","['LAUER WAY', 'NEWTON ST']"
83,82,529,"(1344549.2501294762, 406124.0000112206)","['LAUER WAY', 'NEWTON ST']"
83,113,151,"(1344549.2501294762, 406124.0000112206)","['LAUER WAY', 'NEWTON ST']"
84,85,69,"(1341277.750110805, 405882.7501656413)","['KATHLEEN ST', 'LACLEDE ST']"
84,265,110,"(1341277.750110805, 405882.7501656413)","['KATHLEEN ST', 'LACLEDE ST']"
84,812,220,"(1341277.750110805, 405882.7501656413)","['KATHLEEN ST', 'LACLEDE ST']"
85,84,69,"(1341347.249971807, 405884.2501626462)","['KATHLEEN ST', 'HABERMAN AVE']"
85,115,244,"(1341347.249971807, 405884.2501626462)","['KATHLEEN ST', 'HABERMAN AVE']"
85,168,78,"(1341347.249971807, 405884.2501626462)","['KATHLEEN ST', 'HABERMAN AVE']"
86,29,1290,"(1347068.7500117272, 403670.25032556057)","['SAINT PATRICK ST', 'BORDER']"
86,1248,290,"(1347068.7500117272, 403670.25032556057)","['SAINT PATRICK ST', 'BORDER']"
87,43,130,"(1343994.2499271333, 402929.00016763806)","['GRIMES AVE', 'SYLVANIA WAY']"
87,88,575,"(1343994.2499271333, 402929.00016763806)","['GRIMES AVE', 'SYLVANIA WAY']"
87,509,685,"(1343994.2499271333, 402929.00016763806)","['GRIMES AVE', 'SYLVANIA WAY']"
87,511,136,"(1343994.2499271333, 402929.00016763806)","['GRIMES AVE', 'SYLVANIA WAY']"
88,44,135,"(1343419.0000933856, 402919.9998575598)","['GEORGIA AVE', 'SYLVANIA WAY']"
88,87,575,"(1343419.0000933856, 402919.9998575598)","['GEORGIA AVE', 'SYLVANIA WAY']"
88,563,132,"(1343419.0000933856, 402919.9998575598)","['GEORGIA AVE', 'SYLVANIA WAY']"
88,831,571,"(1343419.0000933856, 402919.9998575598)","['GEORGIA AVE', 'SYLVANIA WAY']"
89,90,439,"(1348349.5000748932, 405075.00014072657)","['MISSION ST', 'S 18TH ST', 'PIUS ST']"
89,263,808,"(1348349.5000748932, 405075.00014072657)","['MISSION ST', 'S 18TH ST', 'PIUS ST']"
89,301,133,"(1348349.5000748932, 405075.00014072657)","['MISSION ST', 'S 18TH ST', 'PIUS ST']"
89,816,409,"(1348349.5000748932, 405075.00014072657)","['MISSION ST', 'S 18TH ST', 'PIUS ST']"
90,24,408,"(1348757.99991405, 404923.5001156479)","['MISSION ST', 'BORDER']"
